AN_BASE;NM_GRANDE_AREA_CONHECIMENTO;NM_AREA_CONHECIMENTO;NM_SUBAREA_CONHECIMENTO;NM_ESPECIALIDADE;CD_AREA_AVALIACAO;NM_AREA_AVALIACAO;CD_ENTIDADE_CAPES;CD_ENTIDADE_EMEC;SG_ENTIDADE_ENSINO;NM_ENTIDADE_ENSINO;CS_STATUS_JURIDICO;DS_DEPENDENCIA_ADMINISTRATIVA;DS_ORGANIZACAO_ACADEMICA;NM_REGIAO;SG_UF_PROGRAMA;NM_MUNICIPIO_PROGRAMA_IES;CD_PROGRAMA_IES;NM_PROGRAMA_IES;CD_CURSO_PPG;NM_CURSO;NM_GRAU_CURSO;CD_CONCEITO_CURSO;AN_INICIO_PREVISTO;DS_SITUACAO_CURSO;DT_SITUACAO_CURSO;ID_ADD_FOTO_PROGRAMA_IES;ID_ADD_FOTO_PROGRAMA
2017;MULTIDISCIPLINAR;INTERDISCIPLINAR;ENGENHARIA/TECNOLOGIA/GESTÃO;NÃO SE APLICA;45;INTERDISCIPLINAR;31036015;NI;LNCC;LABORATÓRIO NACIONAL DE COMPUTAÇÃO CIÊNTÍFICA;FEDERAL;PÚBLICA;NÃO INFORMADO;SUDESTE;RJ;PETRÓPOLIS;31036015001P1;MODELAGEM COMPUTACIONAL;31036015001M1;MODELAGEM COMPUTACIONAL;MESTRADO;6;2000;EM FUNCIONAMENTO;18SEP2012:00:00:00;168626;102514
2017;CIÊNCIAS BIOLÓGICAS;FISIOLOGIA;NÃO SE APLICA;NÃO SE APLICA;8;CIÊNCIAS BIOLÓGICAS II;33002010;55;USP;UNIVERSIDADE DE SÃO PAULO;ESTADUAL;PÚBLICA;UNIVERSIDADE;SUDESTE;SP;SÃO PAULO;33002010174P8;CIÊNCIAS (FISIOLOGIA GERAL);33002010174M8;CIÊNCIAS (FISIOLOGIA GERAL);MESTRADO;4;1994;EM FUNCIONAMENTO;18SEP2012:00:00:00;168909;102804
2017;CIÊNCIAS DA SAÚDE;FARMÁCIA;NÃO SE APLICA;NÃO SE APLICA;19;FARMÁCIA;31010016;NI;FIOCRUZ;FUNDACAO OSWALDO CRUZ (FIOCRUZ);FEDERAL;PÚBLICA;NÃO INFORMADO;SUDESTE;RJ;RIO DE JANEIRO;31010016023P3;GESTÃO, PESQUISA E DESENVOLVIMENTO NA INDÚSTRIA FARMACÊUTICA;31010016023F6;GESTÃO, PESQUISA E DESENVOLVIMENTO NA INDÚSTRIA FARMACÊUTICA;MESTRADO PROFISSIONAL;4;2010;EM FUNCIONAMENTO;19FEB2014:00:00:00;169956;103738
2017;MULTIDISCIPLINAR;INTERDISCIPLINAR;SOCIAIS E HUMANIDADES;NÃO SE APLICA;45;INTERDISCIPLINAR;33002010;55;USP;UNIVERSIDADE DE SÃO PAULO;ESTADUAL;PÚBLICA;UNIVERSIDADE;SUDESTE;SP;SÃO PAULO;33002010210P4;CULTURAS E IDENTIDADES BRASILEIRAS;33002010210M4;CULTURAS E IDENTIDADES BRASILEIRAS;MESTRADO;4;2009;EM FUNCIONAMENTO;03MAR2017:00:00:00;167956;101885
2017;LINGÜÍSTICA, LETRAS E ARTES;ARTES;TEATRO;NÃO SE APLICA;11;ARTES;41002016;43;UDESC;UNIVERSIDADE DO ESTADO DE SANTA CATARINA;ESTADUAL;PÚBLICA;UNIVERSIDADE;SUL;SC;FLORIANÓPOLIS;41002016005P4;TEATRO;41002016005D5;TEATRO;DOUTORADO;5;2009;EM FUNCIONAMENTO;18SEP2012:00:00:00;127976;65081
2017;CIÊNCIAS DA SAÚDE;MEDICINA;CLÍNICA MÉDICA;GINECOLOGIA E OBSTETRÍCIA;17;MEDICINA III;42001013;581;UFRGS;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;FEDERAL;PÚBLICA;UNIVERSIDADE;SUL;RS;PORTO ALEGRE;42001013106P1;CIÊNCIAS DA SAÚDE: GINECOLOGIA E OBSTETRÍCIA;42001013106D2;CIÊNCIAS DA SAÚDE: GINECOLOGIA E OBSTETRÍCIA;DOUTORADO;4;2014;EM FUNCIONAMENTO;28FEB2014:00:00:00;127903;65008
2017;MULTIDISCIPLINAR;INTERDISCIPLINAR;SOCIAIS E HUMANIDADES;NÃO SE APLICA;45;INTERDISCIPLINAR;27001016;NI;FUFSE;FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE;FEDERAL;PÚBLICA;NÃO INFORMADO;NORDESTE;SE;SÃO CRISTÓVÃO;27001016176P7;INTERDISCIPLINAR EM CULTURAS POPULARES;27001016176M7;MESTRADO INTERDISCIPLINAR EM CULTURAS POPULARES;MESTRADO;3;2017;EM FUNCIONAMENTO;08SEP2017:00:00:00;127982;65087
2017;CIÊNCIAS BIOLÓGICAS;FISIOLOGIA;FISIOLOGIA DOS ÓRGÃOS E SISTEMAS;NEUROFISIOLOGIA;8;CIÊNCIAS BIOLÓGICAS II;23001011;570;UFRN;UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE;FEDERAL;PÚBLICA;UNIVERSIDADE;NORDESTE;RN;NATAL;23001011054P8;NEUROCIÊNCIAS;23001011054M8;NEUROCIÊNCIAS;MESTRADO;4;2010;EM FUNCIONAMENTO;20DEC2010:00:00:00;126799;63125
2017;MULTIDISCIPLINAR;INTERDISCIPLINAR;SAÚDE E BIOLÓGICAS;NÃO SE APLICA;45;INTERDISCIPLINAR;33028010;737;CUSC;CENTRO UNIVERSITÁRIO SÃO CAMILO;PARTICULAR;PRIVADA;CENTRO UNIVERSITÁRIO;SUDESTE;SP;SÃO PAULO;33028010002P8;BIOÉTICA;33028010002M8;BIOÉTICA;MESTRADO;4;2004;EM FUNCIONAMENTO;18SEP2012:00:00:00;129127;65991
2017;MULTIDISCIPLINAR;INTERDISCIPLINAR;SAÚDE E BIOLÓGICAS;NÃO SE APLICA;45;INTERDISCIPLINAR;33028010;737;CUSC;CENTRO UNIVERSITÁRIO SÃO CAMILO;PARTICULAR;PRIVADA;CENTRO UNIVERSITÁRIO;SUDESTE;SP;SÃO PAULO;33028010002P8;BIOÉTICA;33028010002D9;BIOÉTICA;DOUTORADO;4;2010;EM FUNCIONAMENTO;26NOV2010:00:00:00;129127;65991
2017;CIÊNCIAS SOCIAIS APLICADAS;ECONOMIA;NÃO SE APLICA;NÃO SE APLICA;28;ECONOMIA;28001010;578;UFBA;UNIVERSIDADE FEDERAL DA BAHIA;FEDERAL;PÚBLICA;UNIVERSIDADE;NORDESTE;BA;SALVADOR;28001010010P8;ECONOMIA;28001010010M8;ECONOMIA;MESTRADO;4;1973;EM FUNCIONAMENTO;02FEB2017:00:00:00;168164;102073
2017;CIÊNCIAS EXATAS E DA TERRA;GEOCIÊNCIAS;NÃO SE APLICA;NÃO SE APLICA;5;GEOCIÊNCIAS;33117012;481;UNIVERITAS UNG;UNIVERSIDADE UNIVERSUS VERITAS GUARULHOS;PARTICULAR;PRIVADA;UNIVERSIDADE;SUDESTE;SP;GUARULHOS;33117012003P0;ANÁLISE GEOAMBIENTAL;33117012003M0;GEOCIÊNCIAS;MESTRADO;3;2005;EM FUNCIONAMENTO;18SEP2012:00:00:00;169807;103591
2017;CIÊNCIAS HUMANAS;GEOGRAFIA;NÃO SE APLICA;NÃO SE APLICA;36;GEOGRAFIA;27001016;NI;FUFSE;FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE;FEDERAL;PÚBLICA;NÃO INFORMADO;NORDESTE;SE;SÃO CRISTÓVÃO;27001016001P2;GEOGRAFIA;27001016001D3;GEOGRAFIA;DOUTORADO;4;2003;EM FUNCIONAMENTO;18SEP2012:00:00:00;170313;104089
2017;CIÊNCIAS HUMANAS;GEOGRAFIA;NÃO SE APLICA;NÃO SE APLICA;36;GEOGRAFIA;27001016;NI;FUFSE;FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE;FEDERAL;PÚBLICA;NÃO INFORMADO;NORDESTE;SE;SÃO CRISTÓVÃO;27001016001P2;GEOGRAFIA;27001016001M2;GEOGRAFIA;MESTRADO;4;1985;EM FUNCIONAMENTO;18SEP2012:00:00:00;170313;104089
2017;CIÊNCIAS DA SAÚDE;ENFERMAGEM;NÃO SE APLICA;NÃO SE APLICA;20;ENFERMAGEM;31001017;586;UFRJ;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;RJ;RIO DE JANEIRO;31001017060P0;ENFERMAGEM;31001017060M0;ENFERMAGEM;MESTRADO;6;1972;EM FUNCIONAMENTO;18SEP2012:00:00:00;168512;102416
2017;CIÊNCIAS HUMANAS;ANTROPOLOGIA;NÃO SE APLICA;NÃO SE APLICA;35;ANTROPOLOGIA / ARQUEOLOGIA;23001011;570;UFRN;UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE;FEDERAL;PÚBLICA;UNIVERSIDADE;NORDESTE;RN;NATAL;23001011037P6;ANTROPOLOGIA SOCIAL;23001011037M6;ANTROPOLOGIA SOCIAL;MESTRADO;5;2005;EM FUNCIONAMENTO;21DEC2017:00:00:00;170960;104709
2017;CIÊNCIAS BIOLÓGICAS;BIOLOGIA GERAL;NÃO SE APLICA;NÃO SE APLICA;6;CIÊNCIAS BIOLÓGICAS I;42005019;21;PUC/RS;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;PARTICULAR;PRIVADA;UNIVERSIDADE;SUL;RS;PORTO ALEGRE;42005019029P2;BIOLOGIA CELULAR E MOLECULAR;42005019029M2;BIOLOGIA CELULAR E MOLECULAR;MESTRADO;6;2003;EM FUNCIONAMENTO;18SEP2012:00:00:00;171332;105048
2017;CIÊNCIAS SOCIAIS APLICADAS;ADMINISTRAÇÃO;ADMINISTRAÇÃO PÚBLICA;NÃO SE APLICA;27;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;31011012;1851;FGV/RJ;FUNDAÇÃO GETÚLIO VARGAS ( RJ );PARTICULAR;PRIVADA;NÃO INFORMADO;SUDESTE;RJ;RIO DE JANEIRO;31011012014P0;ADMINISTRAÇÃO;31011012014F3;ADMINISTRAÇÃO PÚBLICA;MESTRADO PROFISSIONAL;4;2012;EM FUNCIONAMENTO;21DEC2012:00:00:00;167901;101830
2017;CIÊNCIAS BIOLÓGICAS;IMUNOLOGIA;NÃO SE APLICA;NÃO SE APLICA;9;CIÊNCIAS BIOLÓGICAS III;28001010;578;UFBA;UNIVERSIDADE FEDERAL DA BAHIA;FEDERAL;PÚBLICA;UNIVERSIDADE;NORDESTE;BA;SALVADOR;28001010025P5;IMUNOLOGIA;28001010025D6;IMUNOLOGIA;DOUTORADO;5;1998;EM FUNCIONAMENTO;18SEP2012:00:00:00;166919;100890
2017;CIÊNCIAS SOCIAIS APLICADAS;DIREITO;NÃO SE APLICA;NÃO SE APLICA;26;DIREITO;33002029;NI;USP/RP;UNIVERSIDADE DE SÃO PAULO ( RIBEIRÃO PRETO );ESTADUAL;PÚBLICA;NÃO INFORMADO;SUDESTE;SP;RIBEIRÃO PRETO;33002029051P9;DIREITO;33002029051M9;DIREITO;MESTRADO;3;2014;EM FUNCIONAMENTO;20MAR2014:00:00:00;165133;99323
2017;ENGENHARIAS;ENGENHARIA MECÂNICA;NÃO SE APLICA;NÃO SE APLICA;13;ENGENHARIAS III;31004016;547;UERJ;UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO;ESTADUAL;PÚBLICA;UNIVERSIDADE;SUDESTE;RJ;RIO DE JANEIRO;31004016044P4;ENGENHARIA MECÂNICA;31004016044D5;ENGENHARIA MECÂNICA;DOUTORADO;3;2010;EM FUNCIONAMENTO;26NOV2010:00:00:00;170422;104194
2017;CIÊNCIAS HUMANAS;PSICOLOGIA;NÃO SE APLICA;NÃO SE APLICA;37;PSICOLOGIA;33050015;670;USF;UNIVERSIDADE SÃO FRANCISCO;PARTICULAR;PRIVADA;UNIVERSIDADE;SUDESTE;SP;CAMPINAS;33050015005P8;PSICOLOGIA;33050015005M8;PSICOLOGIA;MESTRADO;7;1999;EM FUNCIONAMENTO;18SEP2012:00:00:00;170402;104155
2017;ENGENHARIAS;ENGENHARIA MECÂNICA;NÃO SE APLICA;NÃO SE APLICA;13;ENGENHARIAS III;33003017;54;UNICAMP;UNIVERSIDADE ESTADUAL DE CAMPINAS;ESTADUAL;PÚBLICA;UNIVERSIDADE;SUDESTE;SP;CAMPINAS;33003017022P0;ENGENHARIA MECÂNICA;33003017022M0;ENGENHARIA MECÂNICA;MESTRADO;5;1974;EM FUNCIONAMENTO;08FEB2017:00:00:00;167810;101719
2017;ENGENHARIAS;ENGENHARIA MECÂNICA;NÃO SE APLICA;NÃO SE APLICA;13;ENGENHARIAS III;33003017;54;UNICAMP;UNIVERSIDADE ESTADUAL DE CAMPINAS;ESTADUAL;PÚBLICA;UNIVERSIDADE;SUDESTE;SP;CAMPINAS;33003017022P0;ENGENHARIA MECÂNICA;33003017022D0;ENGENHARIA MECÂNICA;DOUTORADO;5;1975;EM FUNCIONAMENTO;08FEB2017:00:00:00;167810;101719
2017;CIÊNCIAS HUMANAS;EDUCAÇÃO;NÃO SE APLICA;NÃO SE APLICA;38;EDUCAÇÃO;10001018;699;UNIR;UNIVERSIDADE FEDERAL DE RONDÔNIA;FEDERAL;PÚBLICA;UNIVERSIDADE;NORTE;RO;PORTO VELHO;10001018011P0;EDUCAÇÃO;10001018011M0;EDUCAÇÃO;MESTRADO;4;2010;EM FUNCIONAMENTO;01DEC2010:00:00:00;167616;101526
2017;CIÊNCIAS DA SAÚDE;ENFERMAGEM;NÃO SE APLICA;NÃO SE APLICA;20;ENFERMAGEM;25004018;409;UPE;UNIVERSIDADE DE PERNAMBUCO;ESTADUAL;PÚBLICA;UNIVERSIDADE;NORDESTE;PE;RECIFE;25004018015P7;ENFERMAGEM - FESP-UPE - UEPB;25004018015M7;ENFERMAGEM;MESTRADO;4;2009;EM FUNCIONAMENTO;29JAN2013:00:00:00;163294;97342
2017;MULTIDISCIPLINAR;INTERDISCIPLINAR;ENGENHARIA/TECNOLOGIA/GESTÃO;NÃO SE APLICA;45;INTERDISCIPLINAR;42004012;12;FURG;UNIVERSIDADE FEDERAL DO RIO GRANDE;FEDERAL;PÚBLICA;UNIVERSIDADE;SUL;RS;RIO GRANDE;42004012014P9;MODELAGEM COMPUTACIONAL;42004012014D0;DOUTORADO EM MODELAGEM COMPUTACIONAL;DOUTORADO;4;2016;EM FUNCIONAMENTO;10FEB2017:00:00:00;163884;97860
2017;MULTIDISCIPLINAR;INTERDISCIPLINAR;ENGENHARIA/TECNOLOGIA/GESTÃO;NÃO SE APLICA;45;INTERDISCIPLINAR;42004012;12;FURG;UNIVERSIDADE FEDERAL DO RIO GRANDE;FEDERAL;PÚBLICA;UNIVERSIDADE;SUL;RS;RIO GRANDE;42004012014P9;MODELAGEM COMPUTACIONAL;42004012014M9;MODELAGEM COMPUTACIONAL;MESTRADO;4;2006;EM FUNCIONAMENTO;18SEP2012:00:00:00;163884;97860
2017;CIÊNCIAS DA SAÚDE;ODONTOLOGIA;CIRURGIA BUCO-MAXILO-FACIAL;NÃO SE APLICA;18;ODONTOLOGIA;33004021;NI;UNESP-ARAÇ;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( ARAÇATUBA );ESTADUAL;PÚBLICA;NÃO INFORMADO;SUDESTE;SP;ARAÇATUBA;33004021011P0;ODONTOLOGIA;33004021011D0;ODONTOLOGIA;DOUTORADO;5;1981;EM FUNCIONAMENTO;18SEP2012:00:00:00;164722;98722
2017;CIÊNCIAS SOCIAIS APLICADAS;ARQUITETURA E URBANISMO;NÃO SE APLICA;NÃO SE APLICA;29;ARQUITETURA, URBANISMO E DESIGN;28001010;578;UFBA;UNIVERSIDADE FEDERAL DA BAHIA;FEDERAL;PÚBLICA;UNIVERSIDADE;NORDESTE;BA;SALVADOR;28001010019P5;ARQUITETURA E URBANISMO;28001010019D6;ARQUITETURA E URBANISMO;DOUTORADO;5;1999;EM FUNCIONAMENTO;06OCT2010:00:00:00;164793;98930
2017;CIÊNCIAS HUMANAS;SOCIOLOGIA;NÃO SE APLICA;NÃO SE APLICA;34;SOCIOLOGIA;24001015;NI;UFPB-JP;UNIVERSIDADE FEDERAL DA PARAÍBA ( JOÃO PESSOA );FEDERAL;PÚBLICA;NÃO INFORMADO;NORDESTE;PB;JOÃO PESSOA;24001015004P3;SOCIOLOGIA;24001015004D4;SOCIOLOGIA;DOUTORADO;4;1999;EM FUNCIONAMENTO;18SEP2012:00:00:00;172885;106538
2017;ENGENHARIAS;ENGENHARIA CIVIL;NÃO SE APLICA;NÃO SE APLICA;10;ENGENHARIAS I;22001018;583;UFC;UNIVERSIDADE FEDERAL DO CEARÁ;FEDERAL;PÚBLICA;UNIVERSIDADE;NORDESTE;CE;FORTALEZA;22001018010P8;ENGENHARIA CIVIL (RECURSOS HÍDRICOS);22001018010D9;ENGENHARIA CIVIL (RECURSOS HÍDRICOS);DOUTORADO;7;1995;EM FUNCIONAMENTO;18SEP2012:00:00:00;171160;104891
2017;MULTIDISCIPLINAR;INTERDISCIPLINAR;SAÚDE E BIOLÓGICAS;NÃO SE APLICA;45;INTERDISCIPLINAR;33093016;496;UNIFRAN;UNIVERSIDADE DE FRANCA;PARTICULAR;PRIVADA;UNIVERSIDADE;SUDESTE;SP;FRANCA;33093016003P1;PROMOÇÃO DE SAÚDE;33093016003M1;PROMOÇÃO DE SAÚDE;MESTRADO;4;1999;EM FUNCIONAMENTO;18SEP2012:00:00:00;169280;103135
2017;CIÊNCIAS SOCIAIS APLICADAS;DIREITO;DIREITO PÚBLICO;DIREITO PROCESSUAL CIVIL;26;DIREITO;30001013;573;UFES;UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;ES;VITÓRIA;30001013027P0;DIREITO PROCESSUAL;30001013027M0;DIREITO PROCESSUAL;MESTRADO;3;2006;EM FUNCIONAMENTO;18SEP2012:00:00:00;168904;102779
2017;CIÊNCIAS DA SAÚDE;ODONTOLOGIA;NÃO SE APLICA;NÃO SE APLICA;18;ODONTOLOGIA;32036019;143;UNIUBE;UNIVERSIDADE DE UBERABA;PARTICULAR;PRIVADA;UNIVERSIDADE;SUDESTE;MG;UBERABA;32036019002P0;ODONTOLOGIA;32036019002M0;ODONTOLOGIA;MESTRADO;4;2007;EM FUNCIONAMENTO;18SEP2012:00:00:00;169458;103275
2017;CIÊNCIAS DA SAÚDE;NUTRIÇÃO;NÃO SE APLICA;NÃO SE APLICA;50;NUTRIÇÃO;30001013;573;UFES;UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;ES;VITÓRIA;30001013103P9;NUTRIÇÃO E SAÚDE;30001013103M9;NUTRIÇÃO E SAÚDE;MESTRADO;3;2015;EM FUNCIONAMENTO;04AUG2015:00:00:00;165077;99270
2017;ENGENHARIAS;ENGENHARIA DE MATERIAIS E METALÚRGICA;NÃO SE APLICA;NÃO SE APLICA;12;ENGENHARIAS II;31033016;1027;UENF;UNIVERSIDADE ESTADUAL DO NORTE FLUMINENSE DARCY RIBEIRO;ESTADUAL;PÚBLICA;UNIVERSIDADE;SUDESTE;RJ;CAMPOS DOS GOYTACAZES;31033016005P8;ENGENHARIA E CIÊNCIA DOS MATERIAIS;31033016005M8;ENGENHARIA E CIÊNCIA DOS MATERIAIS;MESTRADO;4;1994;EM FUNCIONAMENTO;18SEP2012:00:00:00;163642;97539
2017;CIÊNCIAS AGRÁRIAS;MEDICINA VETERINÁRIA;NÃO SE APLICA;NÃO SE APLICA;24;MEDICINA VETERINÁRIA;31003010;572;UFF;UNIVERSIDADE FEDERAL FLUMINENSE;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;RJ;NITERÓI;31003010015P1;MEDIC.VETERIN.(HIG.VETER.PROC.TECN.PROD.ORIG.ANIMAL);31003010015M1;MEDIC.VETERIN.(HIG.VETER.PROC.TECN.PROD.ORIG.ANIMAL);MESTRADO;5;1974;EM FUNCIONAMENTO;18SEP2012:00:00:00;163832;97786
2017;MULTIDISCIPLINAR;ENSINO;NÃO SE APLICA;NÃO SE APLICA;46;ENSINO;41002016;43;UDESC;UNIVERSIDADE DO ESTADO DE SANTA CATARINA;ESTADUAL;PÚBLICA;UNIVERSIDADE;SUL;SC;JOINVILLE;41002016161P6;ENSINO DE CIÊNCIAS, MATEMÁTICA E TECNOLOGIAS;41002016161F9;ENSINO DE CIÊNCIAS, MATEMÁTICA E TECNOLOGIAS;MESTRADO PROFISSIONAL;3;2015;EM FUNCIONAMENTO;01JUN2015:00:00:00;164262;98129
2017;CIÊNCIAS SOCIAIS APLICADAS;ADMINISTRAÇÃO;NÃO SE APLICA;NÃO SE APLICA;27;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;51001012;694;UFMS;FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL;FEDERAL;PÚBLICA;UNIVERSIDADE;CENTRO-OESTE;MS;CAMPO GRANDE;51001012023P4;ADMINISTRAÇÃO;51001012023D5;ADMINISTRAÇÃO;DOUTORADO;4;2015;EM FUNCIONAMENTO;22MAR2016:00:00:00;162563;96723
2017;ENGENHARIAS;ENGENHARIA CIVIL;NÃO SE APLICA;NÃO SE APLICA;10;ENGENHARIAS I;53001010;2;UNB;UNIVERSIDADE DE BRASÍLIA;FEDERAL;PÚBLICA;UNIVERSIDADE;CENTRO-OESTE;DF;BRASÍLIA;53001010036P8;ESTRUTURAS E CONSTRUÇÃO CIVIL;53001010036M8;ESTRUTURAS E CONSTRUÇÃO CIVIL;MESTRADO;4;1992;EM FUNCIONAMENTO;18SEP2012:00:00:00;164732;98825
2017;MULTIDISCIPLINAR;INTERDISCIPLINAR;SAÚDE E BIOLÓGICAS;NÃO SE APLICA;45;INTERDISCIPLINAR;33009015;591;UNIFESP;UNIVERSIDADE FEDERAL DE SÃO PAULO;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;SP;SANTOS;33009015070P2;INTERDISCIPLINAR EM CIÊNCIAS DA SAÚDE;33009015070M2;INTERDISCIPLINAR EM CIÊNCIAS DA SAÚDE;MESTRADO;5;2010;EM FUNCIONAMENTO;20SEP2012:00:00:00;164740;98846
2017;CIÊNCIAS BIOLÓGICAS;GENÉTICA;NÃO SE APLICA;NÃO SE APLICA;6;CIÊNCIAS BIOLÓGICAS I;32001010;575;UFMG;UNIVERSIDADE FEDERAL DE MINAS GERAIS;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;MG;BELO HORIZONTE;32001010068P4;BIOINFORMÁTICA;32001010068M4;MESTRADO EM BIOINFORMÁTICA;MESTRADO;7;2013;EM FUNCIONAMENTO;25JAN2013:00:00:00;164764;98850
2017;CIÊNCIAS AGRÁRIAS;MEDICINA VETERINÁRIA;NÃO SE APLICA;NÃO SE APLICA;24;MEDICINA VETERINÁRIA;31002013;574;UFRRJ;UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;RJ;SEROPÉDICA;31002013016P8;MEDICINA VETERINÁRIA (PATOLOGIA E CIÊNCIAS CLÍNICAS);31002013016M8;MEDICINA VETERINÁRIA (PATOLOGIA E CIÊNCIAS CLÍNICAS);MESTRADO;5;2006;EM FUNCIONAMENTO;18SEP2012:00:00:00;168646;102533
2017;MULTIDISCIPLINAR;ENSINO;NÃO SE APLICA;NÃO SE APLICA;46;ENSINO;32108010;2636;FADIP;FACULDADE DINÂMICA DO VALE DO PIRANGA;PARTICULAR;PRIVADA;FACULDADE;SUDESTE;MG;PONTE NOVA;32108010001P2;ENSINO DE CIÊNCIAS DA SAÚDE E DO AMBIENTE;32108010001F5;ENSINO DE CIÊNCIAS DA SAÚDE E DO AMBIENTE;MESTRADO PROFISSIONAL;3;2017;EM FUNCIONAMENTO;01AUG2017:00:00:00;173948;107372
2017;LINGÜÍSTICA, LETRAS E ARTES;LINGÜÍSTICA;NÃO SE APLICA;NÃO SE APLICA;41;LINGUÍSTICA E LITERATURA;53001010;2;UNB;UNIVERSIDADE DE BRASÍLIA;FEDERAL;PÚBLICA;UNIVERSIDADE;CENTRO-OESTE;DF;BRASÍLIA;53001010023P3;LINGÜÍSTICA;53001010023M3;LINGÜÍSTICA;MESTRADO;5;1976;EM FUNCIONAMENTO;18SEP2012:00:00:00;176303;109182
2017;CIÊNCIAS DA SAÚDE;FARMÁCIA;NÃO SE APLICA;NÃO SE APLICA;19;FARMÁCIA;23001011;570;UFRN;UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE;FEDERAL;PÚBLICA;UNIVERSIDADE;NORDESTE;RN;NATAL;23001011040P7;CIÊNCIAS FARMACÊUTICAS;23001011040M7;CIÊNCIAS FARMACÊUTICAS;MESTRADO;4;2005;EM FUNCIONAMENTO;18SEP2012:00:00:00;173194;106749
2017;CIÊNCIAS EXATAS E DA TERRA;CIÊNCIA DA COMPUTAÇÃO;NÃO SE APLICA;NÃO SE APLICA;2;CIÊNCIA DA COMPUTAÇÃO;30001013;573;UFES;UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;ES;VITÓRIA;30001013007P0;INFORMÁTICA;30001013007M0;INFORMÁTICA;MESTRADO;4;1994;EM FUNCIONAMENTO;18SEP2012:00:00:00;173452;106993
2017;CIÊNCIAS DA SAÚDE;FARMÁCIA;NÃO SE APLICA;NÃO SE APLICA;19;FARMÁCIA;15001016;569;UFPA;UNIVERSIDADE FEDERAL DO PARÁ;FEDERAL;PÚBLICA;UNIVERSIDADE;NORTE;PA;BELÉM;15001016049P1;CIÊNCIAS FARMACÊUTICAS;15001016049M1;CIÊNCIAS FARMACÊUTICAS;MESTRADO;3;2006;EM FUNCIONAMENTO;18SEP2012:00:00:00;169986;103768
2017;ENGENHARIAS;ENGENHARIA QUÍMICA;NÃO SE APLICA;NÃO SE APLICA;12;ENGENHARIAS II;33027013;1878;FEI;CENTRO UNIVERSITARIO DA FEI;PARTICULAR;PRIVADA;NÃO INFORMADO;SUDESTE;SP;SÃO BERNARDO DO CAMPO;33027013005P7;ENGENHARIA QUÍMICA;33027013005M7;ENGENHARIA QUÍMICA;MESTRADO;3;2014;EM FUNCIONAMENTO;11NOV2013:00:00:00;170031;103813
2017;MULTIDISCIPLINAR;INTERDISCIPLINAR;SOCIAIS E HUMANIDADES;NÃO SE APLICA;45;INTERDISCIPLINAR;32001010;575;UFMG;UNIVERSIDADE FEDERAL DE MINAS GERAIS;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;MG;BELO HORIZONTE;32001010077P3;ESTUDOS DO LAZER;32001010077D4;ESTUDOS DO LAZER;DOUTORADO;5;2012;EM FUNCIONAMENTO;12FEB2014:00:00:00;170059;103861
2017;MULTIDISCIPLINAR;INTERDISCIPLINAR;SOCIAIS E HUMANIDADES;NÃO SE APLICA;45;INTERDISCIPLINAR;33002010;55;USP;UNIVERSIDADE DE SÃO PAULO;ESTADUAL;PÚBLICA;UNIVERSIDADE;SUDESTE;SP;SÃO PAULO;33002010218P5;MUDANÇA SOCIAL E PARTICIPAÇÃO POLÍTICA;33002010218M5;MUDANÇA SOCIAL E PARTICIPAÇÃO POLÍTICA;MESTRADO;4;2011;EM FUNCIONAMENTO;27JUL2017:00:00:00;163414;97362
